Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2018/02/23,12:49,Friday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
2018/02/23,13:05,Friday,VICTORIA PARK STATION,MUSC,0,0,W,BD,5342
2018/02/23,13:58,Friday,GREENWOOD STATION,EUAC,3,6,W,BD,5355
2018/02/23,14:41,Friday,ROYAL YORK STATION,MUIRS,0,0,W,BD,5238
2018/02/23,15:27,Friday,EGLINTON STATION,SUAP,10,13,N,YU,5581
2018/02/23,15:34,Friday,KIPLING STATION,MUSC,0,0,E,BD,5204
2018/02/23,15:48,Friday,KIPLING STATION,TUSC,0,0,W,BD,5352
2018/02/23,16:28,Friday,BLOOR STATION,MUIS,0,0,S,YU,0
2018/02/23,16:36,Friday,ISLINGTON STATION,TUMVS,0,0,W,BD,5033
2018/02/23,17:35,Friday,DUPONT STATION,MUIS,0,0,,YU,0
2018/02/23,17:51,Friday,DUNDAS WEST STATION,EUDO,7,9,E,BD,5126
2018/02/23,18:38,Friday,KENNEDY BD STATION,TUSC,0,0,W,BD,5344
2018/02/23,18:39,Friday,DAVISVILLE STATION,SUAE,0,0,S,YU,6121
2018/02/23,18:45,Friday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0
2018/02/23,18:53,Friday,VICTORIA PARK STATION,TUSC,0,0,W,BD,5352
2018/02/23,19:21,Friday,SPADINA YUS STATION,MUIR,5,7,N,YU,5816
2018/02/23,19:35,Friday,SPADINA BD STATION,PUMEL,0,0,,BD,0
2018/02/23,19:53,Friday,FINCH STATION,PUMEL,0,0,,YU,0
2018/02/23,20:10,Friday,ST GEORGE BD STATION,TUMVS,4,7,W,BD,5036
2018/02/23,20:12,Friday,SPADINA BD STATION,SUDP,0,0,W,BD,5036
2018/02/23,20:58,Friday,ST GEORGE BD STATION,MUIR,0,0,W,BD,5026
2018/02/23,21:20,Friday,ST CLAIR WEST STATION,MUSC,0,0,N,YU,5391
2018/02/23,22:00,Friday,YONGE UNIVERSITY LINE,MUO,0,0,,YU/BD,0
2018/02/23,22:03,Friday,BATHURST STATION,SUO,0,0,W,BD,5294
2018/02/23,22:13,Friday,ST CLAIR WEST STATION,MUI,6,11,N,YU,6016
2018/02/23,22:24,Friday,YONGE BD STATION,SUSA,0,0,,BD,0
2018/02/23,23:24,Friday,ST ANDREW STATION,MUSC,0,0,N,YU,5576
2018/02/23,23:37,Friday,BAY STATION,MUPAA,3,7,W,BD,5210
2018/02/23,23:57,Friday,DAVISVILLE STATION,MUPR1,126,129,N,YU,5996
2018/02/24,01:15,Saturday,KIPLING STATION,TUMVS,0,0,W,BD,5301
2018/02/24,01:40,Saturday,BLOOR STATION,TUOS,0,0,S,YU,6091
2018/02/24,01:46,Saturday,ROSEDALE STATION,MUPAA,0,0,N,YU,5431
2018/02/24,01:46,Saturday,VICTORIA PARK STATION,MUSC,0,0,W,BD,5052
2018/02/24,05:38,Saturday,EGLINTON STATION,MUO,0,0,,YU,0
2018/02/24,06:00,Saturday,VAUGHAN MC STATION,TUNIP,10,20,S,YU,5836
2018/02/24,06:00,Saturday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU,0
2018/02/24,06:04,Saturday,ROYAL YORK STATION,EUBK,7,11,W,BD,5151
2018/02/24,06:04,Saturday,SHEPPARD STATION,PUSTS,0,0,S,YU,6076
2018/02/24,06:40,Saturday,VAUGHAN MC STATION,TUNIP,10,20,S,YU,5696
2018/02/24,07:29,Saturday,BLOOR STATION,MUPAA,0,0,N,YU,5891
2018/02/24,09:10,Saturday,KENNEDY BD STATION,MUSC,0,0,W,BD,5081
2018/02/24,09:11,Saturday,HIGHWAY 407 STATION,MUPAA,0,0,N,YU,6136
2018/02/24,09:16,Saturday,SHEPPARD WEST STATION,EUAC,5,10,S,YU,5481
2018/02/24,09:28,Saturday,BAY STATION,SUDP,3,7,W,BD,5098
2018/02/24,11:44,Saturday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
2018/02/24,11:44,Saturday,WELLESLEY STATION,MUIR,0,0,S,YU,5516
2018/02/24,13:21,Saturday,KIPLING STATION,TUMVS,0,0,W,BD,5309
2018/02/24,13:22,Saturday,ST CLAIR WEST STATION,TUMVS,3,8,N,YU,5576
2018/02/24,13:43,Saturday,ST CLAIR STATION,SUDP,0,0,,YU,0
2018/02/24,16:26,Saturday,WARDEN STATION,TUSC,0,0,E,BD,5028
2018/02/24,16:31,Saturday,VAUGHAN MC STATION,MUATC,4,8,S,YU,5816
2018/02/24,16:56,Saturday,KENNEDY SRT STATION,ERDO,23,29,S,SRT,3002
2018/02/24,17:32,Saturday,KENNEDY SRT STATION,SRDP,19,26,S,SRT,3022
2018/02/24,17:41,Saturday,WELLESLEY STATION,MUI,8,10,N,YU,6046
2018/02/24,17:43,Saturday,SPADINA BD STATION,MUIS,0,0,,BD,0
2018/02/24,17:54,Saturday,ST CLAIR WEST STATION,MUTO,4,8,S,YU,6021
2018/02/24,18:29,Saturday,SHEPPARD STATION,MUPAA,0,0,N,YU,5761
2018/02/24,19:36,Saturday,ST CLAIR STATION,MUPAA,0,0,N,YU,5431
2018/02/24,20:48,Saturday,FINCH STATION,TUSC,0,0,S,YU,5671
2018/02/24,21:14,Saturday,COXWELL STATION,MUDD,5,9,W,BD,5361
2018/02/24,21:54,Saturday,COXWELL STATION,MUPAA,0,0,W,BD,5081
2018/02/24,22:00,Saturday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU/BD,0
2018/02/24,23:00,Saturday,VAUGHAN MC STATION,SUAE,0,0,S,YU,0
2018/02/24,23:24,Saturday,VAUGHAN MC STATION,MUCL,5,10,S,YU,0
2018/02/25,00:15,Sunday,ST CLAIR WEST STATION,TUSC,0,0,S,YU,5731
2018/02/25,00:20,Sunday,WARDEN STATION,SUSA,5,9,E,BD,5073
2018/02/25,00:23,Sunday,MUSEUM STATION,TUSC,0,0,S,YU,5731
2018/02/25,00:35,Sunday,ST ANDREW STATION,MUI,13,18,N,YU,6076
2018/02/25,02:15,Sunday,ISLINGTON STATION,MUSC,0,0,W,BD,5274
2018/02/25,08:26,Sunday,ST CLAIR STATION,MUIS,0,0,,YU,0
2018/02/25,08:26,Sunday,VICTORIA PARK STATION,MUSC,0,0,E,BD,5233
2018/02/25,08:26,Sunday,VICTORIA PARK STATION,MUSC,0,0,W,BD,5288
2018/02/25,08:31,Sunday,VICTORIA PARK STATION,MUSC,0,0,W,BD,5352
2018/02/25,08:34,Sunday,HIGH PARK STATION,MUSC,0,0,W,BD,5004
2018/02/25,08:45,Sunday,KIPLING STATION,MUSC,0,0,W,BD,5004
2018/02/25,08:47,Sunday,SHEPPARD WEST STATION,EUBO,5,10,S,YU,5486
2018/02/25,09:55,Sunday,VICTORIA PARK STATION,TUSC,0,0,W,BD,5004
2018/02/25,10:02,Sunday,SHEPPARD STATION,MUSC,0,0,S,YU,5821
2018/02/25,10:16,Sunday,ST CLAIR WEST STATION,TUSC,0,0,S,YU,5461
2018/02/25,11:06,Sunday,OSGOODE STATION,PUTWZ,0,0,S,YU,5401
2018/02/25,11:08,Sunday,WOODBINE STATION,MUSC,0,0,W,BD,5274
2018/02/25,11:15,Sunday,LAWRENCE STATION,TUO,3,7,N,YU,6046
2018/02/25,11:39,Sunday,SHEPPARD WEST STATION,EUTRD,4,8,S,YU,5981
2018/02/25,12:01,Sunday,WILSON STATION,MUSC,0,0,S,YU,5956
2018/02/25,12:11,Sunday,WILSON STATION,PUSNT,0,0,S,YU,5781
2018/02/25,12:36,Sunday,VICTORIA PARK STATION,EUDO,0,0,W,BD,5169
2018/02/25,12:59,Sunday,KING STATION,MUIR,3,7,S,YU,5886
2018/02/25,13:17,Sunday,ISLINGTON STATION,TUSC,0,0,W,BD,5359
2018/02/25,14:27,Sunday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
2018/02/25,15:44,Sunday,WILSON STATION,TUSC,0,0,N,YU,5721
2018/02/25,16:03,Sunday,LAWRENCE WEST STATION,MUPLB,4,8,N,YU,5866
2018/02/25,16:05,Sunday,KEELE STATION,MUIRS,3,7,E,BD,5026
2018/02/25,16:13,Sunday,SUMMERHILL STATION,TUOS,4,8,S,YU,5396
2018/02/25,16:43,Sunday,KING STATION,MUSC,0,0,S,YU,5831
2018/02/25,17:01,Sunday,OLD MILL STATION,MUIS,0,0,,BD,0
2018/02/25,18:05,Sunday,DUFFERIN STATION,MUPAA,0,0,E,BD,5286
2018/02/25,18:14,Sunday,EGLINTON STATION,PUSTS,0,0,N,YU,5391
2018/02/25,18:16,Sunday,KENNEDY BD STATION,PUMEL,0,0,,BD,0
2018/02/25,18:46,Sunday,KENNEDY BD STATION,MUIR,3,7,N,BD,5111
2018/02/25,19:06,Sunday,BAY STATION,PUMST,0,0,,BD,0
2018/02/25,20:07,Sunday,DUPONT STATION,TUSC,0,0,S,YU,5956
2018/02/25,20:45,Sunday,WARDEN STATION,MUIS,0,0,,BD,0
2018/02/25,20:46,Sunday,LAWRENCE STATION,SUDP,3,7,N,YU,5521
2018/02/25,20:50,Sunday,ISLINGTON STATION,TUSC,0,0,W,BD,5098
2018/02/25,21:32,Sunday,OSSINGTON STATION,TUSC,0,0,W,BD,5024
2018/02/25,21:39,Sunday,QUEEN'S PARK STATION,TUSC,0,0,S,YU,5401
2018/02/25,22:00,Sunday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU/BD,0
2018/02/25,23:09,Sunday,ST GEORGE YUS STATION,PUMST,0,0,,YU,0
2018/02/25,23:32,Sunday,KENNEDY BD STATION,EUNT,3,8,W,BD,5257
2018/02/26,01:10,Monday,UNION STATION,TUO,5,10,N,YU,5736
2018/02/26,01:59,Monday,ST GEORGE BD STATION,TUCC,5,9,E,BD,0
2018/02/26,05:35,Monday,YONGE BD STATION,MUSC,0,0,W,BD,5050
2018/02/26,06:07,Monday,KIPLING STATION,MUSC,0,0,E,BD,5286
2018/02/26,06:18,Monday,COXWELL STATION,MUSC,0,0,E,BD,5081
2018/02/26,07:31,Monday,GREENWOOD STATION,MUSC,0,0,E,BD,5045
2018/02/26,07:41,Monday,HIGH PARK STATION,MUPAA,3,5,E,BD,5207
2018/02/26,07:45,Monday,VAUGHAN MC STATION,MUTO,0,0,S,YU,5746
2018/02/26,07:50,Monday,ST CLAIR WEST STATION,TUSC,0,0,S,YU,5831
2018/02/26,08:20,Monday,ST CLAIR WEST STATION,MUSC,0,0,N,YU,6081
2018/02/26,08:28,Monday,KENNEDY BD STATION,MUPAA,0,0,W,BD,5253
2018/02/26,08:44,Monday,KIPLING STATION,TUSC,0,0,W,BD,5045
2018/02/26,08:45,Monday,OSGOODE STATION,EUBK,0,0,N,YU,5696
2018/02/26,09:05,Monday,DOWNSVIEW PARK STATION,MUIR,15,17,N,YU,5596
2018/02/26,09:27,Monday,LAWRENCE WEST STATION,TUSC,0,0,N,YU,5526
2018/02/26,10:21,Monday,LAWRENCE STATION,SUEAS,9,11,S,YU,6126
2018/02/26,10:46,Monday,VAUGHAN MC STATION,SUDP,3,6,S,YU,5816
2018/02/26,10:53,Monday,SHERBOURNE STATION,MUTO,3,6,E,BD,5045
2018/02/26,11:32,Monday,ST ANDREW STATION,MUNCA,0,0,S,YU,0
2018/02/26,13:05,Monday,SHEPPARD WEST STATION,MUATC,3,5,N,YU,5386
2018/02/26,13:10,Monday,YUS/BD/SHEPPARD SUBWAY,MUGD,0,0,,YU,0
2018/02/26,13:21,Monday,OSGOODE STATION,MUIS,0,0,,YU,0
2018/02/26,13:42,Monday,KIPLING STATION,MUIS,0,0,,BD,0
2018/02/26,14:13,Monday,ISLINGTON STATION,MUSC,0,0,E,BD,5045
2018/02/26,14:14,Monday,BATHURST STATION,TUSC,0,0,W,BD,5075
2018/02/26,14:14,Monday,UNION STATION,MUPAA,3,6,N,YU,5826
2018/02/26,14:49,Monday,OSSINGTON STATION,MUNCA,0,0,,BD,0
2018/02/26,14:51,Monday,COLLEGE STATION,MUIS,4,7,N,YU,6056
2018/02/26,14:51,Monday,KENNEDY BD STATION,MUIS,0,0,,,0
2018/02/26,14:52,Monday,FINCH WEST STATION,MUPAA,6,9,N,YU,5971
2018/02/26,15:26,Monday,SHEPPARD WEST STATION,SUAE,0,0,,YU,0
2018/02/26,15:29,Monday,KIPLING STATION,EUBK,0,0,W,BD,5173
2018/02/26,15:55,Monday,GLENCAIRN STATION,MUSC,0,0,N,YU,5916
2018/02/26,16:01,Monday,VAUGHAN MC STATION,EUPI,3,6,S,YU,5841
2018/02/26,16:10,Monday,WILSON STATION,MUTO,3,6,N,YU,6051
2018/02/26,16:19,Monday,CHRISTIE STATION,TUSC,0,0,W,BD,5347
2018/02/26,16:22,Monday,OLD MILL STATION,MUSC,3,5,E,BD,5301
2018/02/26,16:32,Monday,FINCH STATION,TUSC,0,0,N,YU,5501
2018/02/26,16:40,Monday,WILSON STATION,TUSC,0,0,N,YU,6076
2018/02/26,16:42,Monday,YORK UNIVERSITY STATIO,SUUT,4,6,N,YU,6061
2018/02/26,16:46,Monday,ST PATRICK STATION,PUMEL,0,0,,YU,0
2018/02/26,17:01,Monday,COLLEGE STATION,MUPAA,0,0,N,YU,5841
2018/02/26,17:17,Monday,YORKDALE STATION,PUMEL,0,0,,YU,0
2018/02/26,18:38,Monday,YONGE BD STATION,EUBK,0,0,W,BD,5053
2018/02/26,18:53,Monday,SUMMERHILL STATION,MUI,7,9,N,YU,5781
2018/02/26,18:56,Monday,ST CLAIR WEST STATION,EUBK,6,9,S,YU,5411
2018/02/26,22:00,Monday,VICTORIA PARK STATION,TUMVS,5,9,W,BD,5208
2018/02/26,22:00,Monday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU/BD,0
2018/02/26,22:12,Monday,ST CLAIR STATION,SUDP,4,9,S,YU,5696
2018/02/26,22:29,Monday,KENNEDY SRT STATION,MRO,0,0,,SRT,0
2018/02/26,22:43,Monday,ISLINGTON STATION,MUIS,0,0,,BD,0
2018/02/26,22:45,Monday,YUS/BD/SHEPPARD SUBWAY,MUGD,0,0,,YU,0
2018/02/26,22:49,Monday,WARDEN STATION,TUSC,0,0,W,BD,5075
2018/02/26,23:55,Monday,WILSON STATION,MUSC,0,0,S,YU,5756
2018/02/27,00:10,Tuesday,SHEPPARD WEST STATION,MUATC,6,11,N,YU,5646
2018/02/27,00:44,Tuesday,WILSON STATION,SUDP,8,13,N,YU,6121
2018/02/27,01:13,Tuesday,FINCH WEST STATION,SUAP,0,0,,YU,0
2018/02/27,01:19,Tuesday,DOWNSVIEW PARK STATION,SUO,3,13,N,YU,5971
2018/02/27,01:41,Tuesday,DOWNSVIEW PARK STATION,EUATC,5,15,N,YU,5556
2018/02/27,01:48,Tuesday,ST ANDREW STATION,TUCC,0,0,S,YU,6096
2018/02/27,05:35,Tuesday,WILSON STATION,PUSTS,7,0,S,YU,5716
2018/02/27,05:37,Tuesday,FINCH STATION,TUSC,0,0,S,YU,5746
2018/02/27,05:43,Tuesday,KIPLING STATION,MUSC,0,0,E,BD,5067
2018/02/27,06:38,Tuesday,GREENWOOD YARD,EUYRD,0,0,W,BD,5240
2018/02/27,06:44,Tuesday,KENNEDY BD STATION,MUSC,0,0,W,BD,5366
2018/02/27,07:01,Tuesday,GLENCAIRN STATION,TUSC,0,0,N,YU,5511
2018/02/27,07:47,Tuesday,BLOOR STATION,MUTO,3,5,N,YU,5671
2018/02/27,08:11,Tuesday,ST GEORGE BD STATION,MUIS,0,0,,BD,0
2018/02/27,08:29,Tuesday,KENNEDY BD STATION,TUSC,0,0,W,BD,5366
2018/02/27,08:37,Tuesday,SHEPPARD WEST STATION,EUME,3,6,N,YU,5386
2018/02/27,08:52,Tuesday,YONGE BD STATION,MUIS,0,0,E,BD,0
2018/02/27,08:53,Tuesday,KEELE STATION,MUSC,0,0,W,BD,5111
2018/02/27,08:59,Tuesday,VAUGHAN MC STATION,MUATC,3,7,S,YU,6071
2018/02/27,09:21,Tuesday,WARDEN STATION,TUOS,3,5,W,BD,5137
2018/02/27,09:28,Tuesday,SHEPPARD STATION,MUSC,0,0,N,YU,5131
2018/02/27,09:44,Tuesday,SHEPPARD WEST STATION,PUSO,0,0,,YU,5581
2018/02/27,09:58,Tuesday,VAUGHAN MC STATION,TUATC,3,6,S,YU,5741
2018/02/27,10:28,Tuesday,UNION STATION,TUMVS,0,0,N,YU,5401
2018/02/27,10:36,Tuesday,UNION STATION,SUCOL,0,0,S,YU,5866
2018/02/27,11:02,Tuesday,KIPLING STATION,MUSC,0,0,W,BD,5250
2018/02/27,11:57,Tuesday,JANE STATION,TUSC,0,0,W,BD,5103
2018/02/27,12:21,Tuesday,EGLINTON STATION,PUMST,0,0,,YU,0
2018/02/27,13:51,Tuesday,BESSARION STATION,TUOS,6,11,E,SHP,6151
2018/02/27,13:51,Tuesday,ST ANDREW STATION,SUDP,0,0,S,YU,5391
2018/02/27,13:51,Tuesday,YONGE BD STATION,MUDD,0,0,W,BD,5146
2018/02/27,14:00,Tuesday,GLENCAIRN STATION,MUSC,0,0,S,YU,5991
2018/02/27,14:19,Tuesday,WARDEN STATION,SUAP,0,0,,BD,0
2018/02/27,14:24,Tuesday,EGLINTON STATION,MUDD,8,11,N,YU,5516
2018/02/27,14:45,Tuesday,BLOOR STATION,MUIS,0,0,S,YU,0
2018/02/27,15:30,Tuesday,MCCOWAN STATION,ERTC,6,12,S,SRT,3002
2018/02/27,16:36,Tuesday,KIPLING STATION,MUSC,0,0,E,BD,5204
2018/02/27,16:42,Tuesday,PAPE STATION,MUD,0,0,E,BD,5060
2018/02/27,16:53,Tuesday,EGLINTON STATION,EUAC,3,5,S,YU,5771
2018/02/27,17:11,Tuesday,OLD MILL STATION,TUSC,0,0,W,BD,5024
2018/02/27,17:22,Tuesday,VAUGHAN MC STATION,MUIS,0,0,,YU,0
2018/02/27,17:38,Tuesday,BLOOR STATION,SUDP,3,5,N,YU,5871
2018/02/27,17:47,Tuesday,OLD MILL STATION,TUSC,0,0,E,BD,5067
2018/02/27,18:08,Tuesday,BATHURST STATION,MUIR,7,9,W,BD,5031
2018/02/27,18:23,Tuesday,KIPLING STATION,MUSC,0,0,E,BD,5204
2018/02/27,19:07,Tuesday,DUPONT STATION,TUSC,0,0,S,YU,5391
2018/02/27,19:17,Tuesday,ST GEORGE BD STATION,SUO,3,5,W,BD,5146
2018/02/27,20:12,Tuesday,BROADVIEW STATION,SUO,3,6,W,BD,5034
2018/02/27,20:29,Tuesday,GLENCAIRN STATION,TUSC,0,0,S,YU,5501
2018/02/27,20:34,Tuesday,SHERBOURNE STATION,SUDP,3,6,W,BD,5330
2018/02/27,20:39,Tuesday,KENNEDY BD STATION,MUI,3,6,W,BD,5146
2018/02/27,21:43,Tuesday,YORK MILLS STATION,MUPAA,0,0,N,YU,5726
2018/02/27,21:48,Tuesday,LAWRENCE STATION,MUPAA,0,0,S,YU,5986
2018/02/27,22:00,Tuesday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU/BD,0
2018/02/27,22:12,Tuesday,FINCH STATION,MUIS,0,0,,YU,0
2018/02/27,22:12,Tuesday,YORK MILLS STATION,SUAP,15,18,N,YU,5741
2018/02/27,22:17,Tuesday,NORTH YORK CTR STATION,MUIS,0,0,,YU,0
2018/02/27,23:00,Tuesday,KENNEDY BD STATION,MUTO,5,9,W,BD,5019
2018/02/27,23:02,Tuesday,DUFFERIN STATION,MUIRS,0,0,E,BD,5342
2018/02/27,23:17,Tuesday,GLENCAIRN STATION,EUSC,0,0,N,YU,5711
2018/02/27,23:33,Tuesday,WILSON STATION,MUIR,5,10,N,YU,5746
2018/02/27,23:54,Tuesday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
2018/02/27,23:57,Tuesday,FINCH STATION,SUO,3,8,S,YU,5571
2018/02/27,23:58,Tuesday,COXWELL STATION,EUBK,0,0,W,BD,5024
2018/02/28,00:05,Wednesday,EGLINTON STATION,SUO,0,0,S,YU,5736
2018/02/28,00:09,Wednesday,FINCH STATION,PUMEL,0,0,,YU,0
2018/02/28,06:08,Wednesday,KIPLING STATION,MUSC,0,0,W,BD,5277
2018/02/28,06:10,Wednesday,DUNDAS STATION,MUIS,0,0,,YU,0
2018/02/28,06:16,Wednesday,PAPE STATION,MUD,0,0,W,BD,5305
2018/02/28,06:42,Wednesday,COXWELL STATION,MUSC,0,0,E,BD,5193
2018/02/28,06:55,Wednesday,YORK MILLS STATION,SUDP,9,11,N,YU,6005
2018/02/28,07:53,Wednesday,LESLIE STATION,MUSC,0,0,W,SHP,6161
2018/02/28,08:17,Wednesday,ST GEORGE YUS STATION,MUIR,3,5,S,YU,6136
2018/02/28,08:18,Wednesday,ST CLAIR STATION,MUPAA,0,0,S,YU,5531
2018/02/28,08:24,Wednesday,SHEPPARD STATION,EUSC,0,0,N,YU,6096
2018/02/28,08:30,Wednesday,SUMMERHILL STATION,MUPAA,3,5,S,YU,5926
2018/02/28,08:34,Wednesday,ROSEDALE STATION,MUPAA,3,5,S,YU,5926
2018/02/28,08:40,Wednesday,DAVISVILLE STATION,MUPAA,0,0,S,YU,5986
2018/02/28,08:43,Wednesday,CHRISTIE STATION,MUI,11,13,E,BD,5176
2018/02/28,09:41,Wednesday,MCCOWAN STATION,TRNOA,6,12,S,SRT,3004
2018/02/28,10:37,Wednesday,PAPE STATION,MUIS,0,0,,BD,0
2018/02/28,10:45,Wednesday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
2018/02/28,11:13,Wednesday,OLD MILL STATION,EUBK,0,0,E,BD,5252
2018/02/28,11:34,Wednesday,CHRISTIE STATION,MUIR,0,0,W,BD,5347
2018/02/28,11:52,Wednesday,UNION STATION,PUMO,0,0,,YU,0
2018/02/28,12:20,Wednesday,SPADINA YUS STATION,PUMEL,0,0,,YU,0
2018/02/28,12:47,Wednesday,KENNEDY SRT STATION,MRUI,0,0,,SRT,0
2018/02/28,13:06,Wednesday,JANE STATION,SUCOL,0,0,W,BD,5057
2018/02/28,14:13,Wednesday,WELLESLEY STATION,MUIS,0,0,,YU,0
2018/02/28,14:19,Wednesday,DAVISVILLE STATION,MUIS,0,0,,YU,0
2018/02/28,14:51,Wednesday,ISLINGTON STATION,SUCOL,0,0,W,BD,5137
2018/02/28,15:26,Wednesday,KEELE STATION,SUO,4,6,E,BD,5134
2018/02/28,15:30,Wednesday,QUEEN STATION,MUIS,0,0,N,YU,0
2018/02/28,15:31,Wednesday,WARDEN STATION,TUMVS,0,0,E,BD,5197
2018/02/28,15:34,Wednesday,SPADINA BD STATION,SUO,6,8,E,BD,5134
2018/02/28,15:47,Wednesday,KENNEDY BD STATION,TUSC,0,0,E,BD,5242
2018/02/28,16:09,Wednesday,ST CLAIR WEST STATION,MUPAA,0,0,S,YU,6096
2018/02/28,16:12,Wednesday,MCCOWAN STATION,ERTC,5,9,N,SRT,3007
2018/02/28,16:18,Wednesday,QUEEN STATION,MUO,0,0,N,YU,0
2018/02/28,16:22,Wednesday,CHRISTIE STATION,MUIR,16,18,E,BD,5116
2018/02/28,17:22,Wednesday,EGLINTON STATION,MUIS,0,0,N,YU,0
2018/02/28,17:22,Wednesday,FINCH STATION,MUPAA,0,0,S,YU,5861
2018/02/28,17:26,Wednesday,ROSEDALE STATION,MUNCA,0,0,,YU,0
2018/02/28,17:35,Wednesday,WILSON STATION,MUCL,5,8,S,YU,5981
2018/02/28,17:38,Wednesday,OSSINGTON STATION,EUVA,6,8,W,BD,5186
2018/02/28,17:42,Wednesday,SCARB CTR STATION,MRUIR,0,0,,SRT,0
2018/02/28,17:53,Wednesday,GLENCAIRN STATION,MUPAA,0,0,S,YU,5981
2018/02/28,17:54,Wednesday,YONGE BD STATION,MUI,5,7,W,BD,5209
2018/02/28,18:12,Wednesday,BLOOR STATION,MUPAA,0,0,N,YU,5921
2018/02/28,19:19,Wednesday,ROYAL YORK STATION,MUSC,0,0,W,BD,5347
2018/02/28,19:27,Wednesday,ROSEDALE STATION,MUIR,9,11,N,YU,5816
2018/02/28,19:56,Wednesday,KIPLING STATION,TUMVS,0,0,W,BD,5305
2018/02/28,20:29,Wednesday,DAVISVILLE STATION,MUPAA,0,0,N,YU,6111
2018/02/28,20:52,Wednesday,SPADINA YUS STATION,SUAE,3,5,N,YU,5496
2018/02/28,21:26,Wednesday,CASTLE FRANK STATION,MUI,16,20,W,BD,5240
2018/02/28,21:26,Wednesday,ST CLAIR STATION,MUI,9,12,N,YU,5766
2018/02/28,22:00,Wednesday,YUS/BD/SHEPPARD SUBWAY,MUO,0,0,,YU/BD,0
2018/02/28,22:37,Wednesday,FINCH STATION,MUI,4,9,S,YU,6021
2018/02/28,22:48,Wednesday,ST GEORGE BD STATION,MUIS,0,0,W,BD,0
2018/02/28,23:30,Wednesday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
